LocationID,Location Description,Location Groups,Community Area ID,Community Area,Major SubRegion,Major Region
10978,VEHICLE-DELIVERY TRUCK,Transportation,65,WEST LAWN,Southwest Side,South Side
10979,VEHICLE-OTHER RIDE SERVICE,Transportation,65,WEST LAWN,Southwest Side,South Side
10980,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,65,WEST LAWN,Southwest Side,South Side
10982,WAREHOUSE,Business,65,WEST LAWN,Southwest Side,South Side
10984,YARD,Outside,65,WEST LAWN,Southwest Side,South Side
10986,ABANDONED BUILDING,Building,66,CHICAGO LAWN,Southwest Side,South Side
10987,AIRCRAFT,Air Travel,66,CHICAGO LAWN,Southwest Side,South Side
10999,AIRPORT TRANSPORTATION SYSTEM (ATS),Air Travel,66,CHICAGO LAWN,Southwest Side,South Side
11002,ALLEY,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11003,ANIMAL HOSPITAL,Business,66,CHICAGO LAWN,Southwest Side,South Side
11004,APARTMENT,Apartment,66,CHICAGO LAWN,Southwest Side,South Side
11005,APPLIANCE STORE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11006,ATHLETIC CLUB,Business,66,CHICAGO LAWN,Southwest Side,South Side
11007,ATM (AUTOMATIC TELLER MACHINE),Outside,66,CHICAGO LAWN,Southwest Side,South Side
11008,AUTO,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11009,AUTO/BOAT/RV DEALERSHIP,Business,66,CHICAGO LAWN,Southwest Side,South Side
11010,BANK,Business,66,CHICAGO LAWN,Southwest Side,South Side
11012,BAR OR TAVERN,Business,66,CHICAGO LAWN,Southwest Side,South Side
11013,BARBERSHOP,Business,66,CHICAGO LAWN,Southwest Side,South Side
11018,BOWLING ALLEY,Business,66,CHICAGO LAWN,Southwest Side,South Side
11020,CAR WASH,Business,66,CHICAGO LAWN,Southwest Side,South Side
11022,CHA APARTMENT,Apartment,66,CHICAGO LAWN,Southwest Side,South Side
11026,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,66,CHICAGO LAWN,Southwest Side,South Side
11029,CHA PARKING LOT/GROUNDS,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11033,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,66,CHICAGO LAWN,Southwest Side,South Side
11035,CLEANING STORE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11037,COIN OPERATED MACHINE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11040,COMMERCIAL/BUSINESS OFFICE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11041,CONSTRUCTION SITE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11042,CONVENIENCE STORE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11043,CREDIT UNION,Business,66,CHICAGO LAWN,Southwest Side,South Side
11046,CTA BUS,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11047,CTA BUS STOP,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11048,CTA GARAGE/OTHER PROPERTY,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11049,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11050,CTA PLATFORM,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11052,CTA STATION,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11055,CTA TRAIN,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11056,CURRENCY EXCHANGE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11057,DAY CARE CENTER,Business,66,CHICAGO LAWN,Southwest Side,South Side
11058,DELIVERY TRUCK,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11059,DEPARTMENT STORE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11061,DRIVEWAY-RESIDENTIAL,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11062,DRUG STORE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11065,FACTORY/MANUFACTURING BUILDING,Business,66,CHICAGO LAWN,Southwest Side,South Side
11067,FEDERAL BUILDING,Business,66,CHICAGO LAWN,Southwest Side,South Side
11068,FIRE STATION,Business,66,CHICAGO LAWN,Southwest Side,South Side
11069,FOREST PRESERVE,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11070,GANGWAY,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11071,GARAGE,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11073,GAS STATION,Business,66,CHICAGO LAWN,Southwest Side,South Side
11076,GOVERNMENT BUILDING/PROPERTY,Business,66,CHICAGO LAWN,Southwest Side,South Side
11077,GROCERY FOOD STORE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11082,HOSPITAL BUILDING/GROUNDS,Business,66,CHICAGO LAWN,Southwest Side,South Side
11084,HOTEL/MOTEL,Business,66,CHICAGO LAWN,Southwest Side,South Side
11085,HOUSE,Residence,66,CHICAGO LAWN,Southwest Side,South Side
11086,JAIL/LOCK-UP FACILITY,Business,66,CHICAGO LAWN,Southwest Side,South Side
11092,LIBRARY,Business,66,CHICAGO LAWN,Southwest Side,South Side
11094,MEDICAL/DENTAL OFFICE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11096,MOVIE HOUSE/THEATER,Business,66,CHICAGO LAWN,Southwest Side,South Side
11099,NURSING HOME/RETIREMENT HOME,Business,66,CHICAGO LAWN,Southwest Side,South Side
11100,Not Specified,Not Specified,66,CHICAGO LAWN,Southwest Side,South Side
11102,OTHER,Other,66,CHICAGO LAWN,Southwest Side,South Side
11103,OTHER (SPECIFY),Other,66,CHICAGO LAWN,Southwest Side,South Side
11104,OTHER COMMERCIAL TRANSPORTATION,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11105,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11106,PARK PROPERTY,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11107,PARKING LOT,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11108,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,66,CHICAGO LAWN,Southwest Side,South Side
11109,PAWN SHOP,Business,66,CHICAGO LAWN,Southwest Side,South Side
11111,POLICE FACILITY/VEHICLE PARKING LOT,Business,66,CHICAGO LAWN,Southwest Side,South Side
11112,POOLROOM,Business,66,CHICAGO LAWN,Southwest Side,South Side
11113,PORCH,Residence,66,CHICAGO LAWN,Southwest Side,South Side
11116,RESIDENCE,Residence,66,CHICAGO LAWN,Southwest Side,South Side
11117,RESIDENCE-GARAGE,Residence,66,CHICAGO LAWN,Southwest Side,South Side
11118,RESIDENCE-PORCH/HALLWAY,Residence,66,CHICAGO LAWN,Southwest Side,South Side
11119,RESIDENCE-YARD (FRONT/BACK),Residence,66,CHICAGO LAWN,Southwest Side,South Side
11120,RESTAURANT,Business,66,CHICAGO LAWN,Southwest Side,South Side
11121,RETAIL STORE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11125,SAVINGS AND LOAN,Business,66,CHICAGO LAWN,Southwest Side,South Side
11127,SCHOOL-PRIVATE BUILDING,Business,66,CHICAGO LAWN,Southwest Side,South Side
11128,SCHOOL-PRIVATE GROUNDS,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11129,SCHOOL-PUBLIC BUILDING,Business,66,CHICAGO LAWN,Southwest Side,South Side
11130,SCHOOL-PUBLIC GROUNDS,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11131,SIDEWALK,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11132,SMALL RETAIL STORE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11133,SPORTS ARENA/STADIUM,Business,66,CHICAGO LAWN,Southwest Side,South Side
11134,STAIRWELL,Apartment,66,CHICAGO LAWN,Southwest Side,South Side
11135,STREET,Street,66,CHICAGO LAWN,Southwest Side,South Side
11137,TAVERN/LIQUOR STORE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11138,TAXICAB,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11142,VACANT LOT/LAND,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11143,VEHICLE NON-COMMERCIAL,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11144,VEHICLE-COMMERCIAL,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11147,VEHICLE-DELIVERY TRUCK,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11148,VEHICLE-OTHER RIDE SERVICE,Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11149,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,66,CHICAGO LAWN,Southwest Side,South Side
11151,WAREHOUSE,Business,66,CHICAGO LAWN,Southwest Side,South Side
11153,YARD,Outside,66,CHICAGO LAWN,Southwest Side,South Side
11155,ABANDONED BUILDING,Building,67,WEST ENGLEWOOD,Southwest Side,South Side
11169,AIRPORT VENDING ESTABLISHMENT,Air Travel,67,WEST ENGLEWOOD,Southwest Side,South Side
11171,ALLEY,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11172,ANIMAL HOSPITAL,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11173,APARTMENT,Apartment,67,WEST ENGLEWOOD,Southwest Side,South Side
11174,APPLIANCE STORE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11175,ATHLETIC CLUB,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11176,ATM (AUTOMATIC TELLER MACHINE),Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11177,AUTO,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11178,AUTO/BOAT/RV DEALERSHIP,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11179,BANK,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11181,BAR OR TAVERN,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11182,BARBERSHOP,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11183,BARBERSHOP/BEAUTY SALON,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11186,BOAT/WATERCRAFT,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11188,BRIDGE,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11189,CAR WASH,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11191,CHA APARTMENT,Apartment,67,WEST ENGLEWOOD,Southwest Side,South Side
11195,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,67,WEST ENGLEWOOD,Southwest Side,South Side
11198,CHA PARKING LOT/GROUNDS,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11202,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11204,CLEANING STORE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11206,COIN OPERATED MACHINE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11207,COLLEGE/UNIVERSITY GROUNDS,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11209,COMMERCIAL/BUSINESS OFFICE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11210,CONSTRUCTION SITE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11211,CONVENIENCE STORE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11212,CREDIT UNION,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11215,CTA BUS,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11216,CTA BUS STOP,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11217,CTA GARAGE/OTHER PROPERTY,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11218,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11219,CTA PLATFORM,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11221,CTA STATION,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11223,CTA TRACKS-RIGHT OF WAY,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11224,CTA TRAIN,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11225,CURRENCY EXCHANGE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11226,DAY CARE CENTER,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11227,DELIVERY TRUCK,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11228,DEPARTMENT STORE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11230,DRIVEWAY-RESIDENTIAL,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11231,DRUG STORE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11234,FACTORY/MANUFACTURING BUILDING,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11236,FEDERAL BUILDING,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11237,FIRE STATION,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11238,FOREST PRESERVE,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11240,GARAGE,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11242,GAS STATION,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11245,GOVERNMENT BUILDING/PROPERTY,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11246,GROCERY FOOD STORE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11247,HALLWAY,Apartment,67,WEST ENGLEWOOD,Southwest Side,South Side
11248,HIGHWAY/EXPRESSWAY,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11251,HOSPITAL BUILDING/GROUNDS,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11253,HOTEL/MOTEL,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11254,HOUSE,Residence,67,WEST ENGLEWOOD,Southwest Side,South Side
11255,JAIL/LOCK-UP FACILITY,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11261,LIBRARY,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11263,MEDICAL/DENTAL OFFICE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11268,NURSING HOME/RETIREMENT HOME,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11269,Not Specified,Not Specified,67,WEST ENGLEWOOD,Southwest Side,South Side
11271,OTHER,Other,67,WEST ENGLEWOOD,Southwest Side,South Side
11272,OTHER (SPECIFY),Other,67,WEST ENGLEWOOD,Southwest Side,South Side
11273,OTHER COMMERCIAL TRANSPORTATION,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11274,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11275,PARK PROPERTY,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11276,PARKING LOT,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11277,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11280,POLICE FACILITY/VEHICLE PARKING LOT,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11281,POOLROOM,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11282,PORCH,Residence,67,WEST ENGLEWOOD,Southwest Side,South Side
11285,RESIDENCE,Residence,67,WEST ENGLEWOOD,Southwest Side,South Side
11286,RESIDENCE-GARAGE,Residence,67,WEST ENGLEWOOD,Southwest Side,South Side
11287,RESIDENCE-PORCH/HALLWAY,Residence,67,WEST ENGLEWOOD,Southwest Side,South Side
11288,RESIDENCE-YARD (FRONT/BACK),Residence,67,WEST ENGLEWOOD,Southwest Side,South Side
11289,RESTAURANT,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11290,RETAIL STORE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11294,SAVINGS AND LOAN,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11295,SCHOOL YARD,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11296,SCHOOL-PRIVATE BUILDING,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11297,SCHOOL-PRIVATE GROUNDS,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11298,SCHOOL-PUBLIC BUILDING,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11299,SCHOOL-PUBLIC GROUNDS,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11300,SIDEWALK,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11301,SMALL RETAIL STORE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11302,SPORTS ARENA/STADIUM,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11303,STAIRWELL,Apartment,67,WEST ENGLEWOOD,Southwest Side,South Side
11304,STREET,Street,67,WEST ENGLEWOOD,Southwest Side,South Side
11305,TAVERN,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11306,TAVERN/LIQUOR STORE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11307,TAXICAB,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11309,TRUCK,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11310,VACANT LOT,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11311,VACANT LOT/LAND,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11312,VEHICLE NON-COMMERCIAL,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11313,VEHICLE-COMMERCIAL,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11314,VEHICLE-COMMERCIAL-ENTERTAINMENT/PARTY BUS,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11316,VEHICLE-DELIVERY TRUCK,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11317,VEHICLE-OTHER RIDE SERVICE,Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11318,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,67,WEST ENGLEWOOD,Southwest Side,South Side
11319,VESTIBULE,Apartment,67,WEST ENGLEWOOD,Southwest Side,South Side
11320,WAREHOUSE,Business,67,WEST ENGLEWOOD,Southwest Side,South Side
11322,YARD,Outside,67,WEST ENGLEWOOD,Southwest Side,South Side
11324,ABANDONED BUILDING,Building,68,ENGLEWOOD,Southwest Side,South Side
11325,AIRCRAFT,Air Travel,68,ENGLEWOOD,Southwest Side,South Side
11326,AIRPORT BUILDING NON-TERMINAL-NON-SECURE AREA,Air Travel,68,ENGLEWOOD,Southwest Side,South Side
11327,AIRPORT BUILDING NON-TERMINAL-SECURE AREA,Air Travel,68,ENGLEWOOD,Southwest Side,South Side
11340,ALLEY,Outside,68,ENGLEWOOD,Southwest Side,South Side
11341,ANIMAL HOSPITAL,Business,68,ENGLEWOOD,Southwest Side,South Side
11342,APARTMENT,Apartment,68,ENGLEWOOD,Southwest Side,South Side
11343,APPLIANCE STORE,Business,68,ENGLEWOOD,Southwest Side,South Side
11344,ATHLETIC CLUB,Business,68,ENGLEWOOD,Southwest Side,South Side
11345,ATM (AUTOMATIC TELLER MACHINE),Outside,68,ENGLEWOOD,Southwest Side,South Side
11346,AUTO,Transportation,68,ENGLEWOOD,Southwest Side,South Side
11347,AUTO/BOAT/RV DEALERSHIP,Business,68,ENGLEWOOD,Southwest Side,South Side
11348,BANK,Business,68,ENGLEWOOD,Southwest Side,South Side
11350,BAR OR TAVERN,Business,68,ENGLEWOOD,Southwest Side,South Side
11351,BARBERSHOP,Business,68,ENGLEWOOD,Southwest Side,South Side
11352,BARBERSHOP/BEAUTY SALON,Business,68,ENGLEWOOD,Southwest Side,South Side
11357,BRIDGE,Outside,68,ENGLEWOOD,Southwest Side,South Side
11358,CAR WASH,Business,68,ENGLEWOOD,Southwest Side,South Side
11359,CEMETARY,Outside,68,ENGLEWOOD,Southwest Side,South Side
11360,CHA APARTMENT,Apartment,68,ENGLEWOOD,Southwest Side,South Side
11364,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,68,ENGLEWOOD,Southwest Side,South Side
11367,CHA PARKING LOT/GROUNDS,Outside,68,ENGLEWOOD,Southwest Side,South Side
11371,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,68,ENGLEWOOD,Southwest Side,South Side
11373,CLEANING STORE,Business,68,ENGLEWOOD,Southwest Side,South Side
11375,COIN OPERATED MACHINE,Business,68,ENGLEWOOD,Southwest Side,South Side
11376,COLLEGE/UNIVERSITY GROUNDS,Outside,68,ENGLEWOOD,Southwest Side,South Side
11377,COLLEGE/UNIVERSITY RESIDENCE HALL,Apartment,68,ENGLEWOOD,Southwest Side,South Side
11378,COMMERCIAL/BUSINESS OFFICE,Business,68,ENGLEWOOD,Southwest Side,South Side
11379,CONSTRUCTION SITE,Business,68,ENGLEWOOD,Southwest Side,South Side
11380,CONVENIENCE STORE,Business,68,ENGLEWOOD,Southwest Side,South Side
11381,CREDIT UNION,Business,68,ENGLEWOOD,Southwest Side,South Side
11383,"CTA ""L"" TRAIN",Transportation,68,ENGLEWOOD,Southwest Side,South Side
11384,CTA BUS,Transportation,68,ENGLEWOOD,Southwest Side,South Side
11385,CTA BUS STOP,Transportation,68,ENGLEWOOD,Southwest Side,South Side
11386,CTA GARAGE/OTHER PROPERTY,Transportation,68,ENGLEWOOD,Southwest Side,South Side
11387,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,68,ENGLEWOOD,Southwest Side,South Side
11388,CTA PLATFORM,Transportation,68,ENGLEWOOD,Southwest Side,South Side
11390,CTA STATION,Transportation,68,ENGLEWOOD,Southwest Side,South Side
11393,CTA TRAIN,Transportation,68,ENGLEWOOD,Southwest Side,South Side
11394,CURRENCY EXCHANGE,Business,68,ENGLEWOOD,Southwest Side,South Side
11395,DAY CARE CENTER,Business,68,ENGLEWOOD,Southwest Side,South Side
11397,DEPARTMENT STORE,Business,68,ENGLEWOOD,Southwest Side,South Side
11398,DRIVEWAY,Outside,68,ENGLEWOOD,Southwest Side,South Side
11399,DRIVEWAY-RESIDENTIAL,Outside,68,ENGLEWOOD,Southwest Side,South Side
11400,DRUG STORE,Business,68,ENGLEWOOD,Southwest Side,South Side
11403,FACTORY/MANUFACTURING BUILDING,Business,68,ENGLEWOOD,Southwest Side,South Side
11405,FEDERAL BUILDING,Business,68,ENGLEWOOD,Southwest Side,South Side
11406,FIRE STATION,Business,68,ENGLEWOOD,Southwest Side,South Side
11407,FOREST PRESERVE,Outside,68,ENGLEWOOD,Southwest Side,South Side
11409,GARAGE,Outside,68,ENGLEWOOD,Southwest Side,South Side
11411,GAS STATION,Business,68,ENGLEWOOD,Southwest Side,South Side
11412,GAS STATION DRIVE/PROPERTY,Outside,68,ENGLEWOOD,Southwest Side,South Side
11414,GOVERNMENT BUILDING/PROPERTY,Business,68,ENGLEWOOD,Southwest Side,South Side
11415,GROCERY FOOD STORE,Business,68,ENGLEWOOD,Southwest Side,South Side
11416,HALLWAY,Apartment,68,ENGLEWOOD,Southwest Side,South Side
11417,HIGHWAY/EXPRESSWAY,Transportation,68,ENGLEWOOD,Southwest Side,South Side
11419,HOSPITAL,Business,68,ENGLEWOOD,Southwest Side,South Side
11420,HOSPITAL BUILDING/GROUNDS,Business,68,ENGLEWOOD,Southwest Side,South Side
