LocationID,Location Description,Location Groups,Community Area ID,Community Area,Major SubRegion,Major Region
3682,RESIDENCE-PORCH/HALLWAY,Residence,22,LOGAN SQUARE,North Side,North Side
3683,RESIDENCE-YARD (FRONT/BACK),Residence,22,LOGAN SQUARE,North Side,North Side
3684,RESTAURANT,Business,22,LOGAN SQUARE,North Side,North Side
3689,SAVINGS AND LOAN,Business,22,LOGAN SQUARE,North Side,North Side
3691,SCHOOL-PRIVATE BUILDING,Business,22,LOGAN SQUARE,North Side,North Side
3692,SCHOOL-PRIVATE GROUNDS,Outside,22,LOGAN SQUARE,North Side,North Side
3693,SCHOOL-PUBLIC BUILDING,Business,22,LOGAN SQUARE,North Side,North Side
3694,SCHOOL-PUBLIC GROUNDS,Outside,22,LOGAN SQUARE,North Side,North Side
3695,SIDEWALK,Outside,22,LOGAN SQUARE,North Side,North Side
3696,SMALL RETAIL STORE,Business,22,LOGAN SQUARE,North Side,North Side
3697,SPORTS ARENA/STADIUM,Business,22,LOGAN SQUARE,North Side,North Side
3699,STREET,Street,22,LOGAN SQUARE,North Side,North Side
3701,TAVERN/LIQUOR STORE,Business,22,LOGAN SQUARE,North Side,North Side
3702,TAXICAB,Transportation,22,LOGAN SQUARE,North Side,North Side
3706,VACANT LOT/LAND,Outside,22,LOGAN SQUARE,North Side,North Side
3707,VEHICLE NON-COMMERCIAL,Transportation,22,LOGAN SQUARE,North Side,North Side
3708,VEHICLE-COMMERCIAL,Transportation,22,LOGAN SQUARE,North Side,North Side
3709,VEHICLE-COMMERCIAL-ENTERTAINMENT/PARTY BUS,Transportation,22,LOGAN SQUARE,North Side,North Side
3710,VEHICLE-COMMERCIAL-TROLLEY BUS,Transportation,22,LOGAN SQUARE,North Side,North Side
3711,VEHICLE-DELIVERY TRUCK,Transportation,22,LOGAN SQUARE,North Side,North Side
3712,VEHICLE-OTHER RIDE SERVICE,Transportation,22,LOGAN SQUARE,North Side,North Side
3713,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,22,LOGAN SQUARE,North Side,North Side
3715,WAREHOUSE,Business,22,LOGAN SQUARE,North Side,North Side
3717,YARD,Outside,22,LOGAN SQUARE,North Side,North Side
3719,ABANDONED BUILDING,Building,23,HUMBOLDT PARK,West Side,West Side
3725,AIRPORT PARKING LOT,Air Travel,23,HUMBOLDT PARK,West Side,West Side
3733,AIRPORT VENDING ESTABLISHMENT,Air Travel,23,HUMBOLDT PARK,West Side,West Side
3735,ALLEY,Outside,23,HUMBOLDT PARK,West Side,West Side
3736,ANIMAL HOSPITAL,Business,23,HUMBOLDT PARK,West Side,West Side
3737,APARTMENT,Apartment,23,HUMBOLDT PARK,West Side,West Side
3738,APPLIANCE STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3739,ATHLETIC CLUB,Business,23,HUMBOLDT PARK,West Side,West Side
3740,ATM (AUTOMATIC TELLER MACHINE),Outside,23,HUMBOLDT PARK,West Side,West Side
3741,AUTO,Transportation,23,HUMBOLDT PARK,West Side,West Side
3742,AUTO/BOAT/RV DEALERSHIP,Business,23,HUMBOLDT PARK,West Side,West Side
3743,BANK,Business,23,HUMBOLDT PARK,West Side,West Side
3745,BAR OR TAVERN,Business,23,HUMBOLDT PARK,West Side,West Side
3746,BARBERSHOP,Business,23,HUMBOLDT PARK,West Side,West Side
3752,BRIDGE,Outside,23,HUMBOLDT PARK,West Side,West Side
3753,CAR WASH,Business,23,HUMBOLDT PARK,West Side,West Side
3755,CHA APARTMENT,Apartment,23,HUMBOLDT PARK,West Side,West Side
3759,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,23,HUMBOLDT PARK,West Side,West Side
3762,CHA PARKING LOT/GROUNDS,Outside,23,HUMBOLDT PARK,West Side,West Side
3766,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,23,HUMBOLDT PARK,West Side,West Side
3768,CLEANING STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3770,COIN OPERATED MACHINE,Business,23,HUMBOLDT PARK,West Side,West Side
3773,COMMERCIAL/BUSINESS OFFICE,Business,23,HUMBOLDT PARK,West Side,West Side
3774,CONSTRUCTION SITE,Business,23,HUMBOLDT PARK,West Side,West Side
3775,CONVENIENCE STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3776,CREDIT UNION,Business,23,HUMBOLDT PARK,West Side,West Side
3779,CTA BUS,Transportation,23,HUMBOLDT PARK,West Side,West Side
3780,CTA BUS STOP,Transportation,23,HUMBOLDT PARK,West Side,West Side
3781,CTA GARAGE/OTHER PROPERTY,Transportation,23,HUMBOLDT PARK,West Side,West Side
3782,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,23,HUMBOLDT PARK,West Side,West Side
3783,CTA PLATFORM,Transportation,23,HUMBOLDT PARK,West Side,West Side
3785,CTA STATION,Transportation,23,HUMBOLDT PARK,West Side,West Side
3788,CTA TRAIN,Transportation,23,HUMBOLDT PARK,West Side,West Side
3789,CURRENCY EXCHANGE,Business,23,HUMBOLDT PARK,West Side,West Side
3790,DAY CARE CENTER,Business,23,HUMBOLDT PARK,West Side,West Side
3792,DEPARTMENT STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3793,DRIVEWAY,Outside,23,HUMBOLDT PARK,West Side,West Side
3794,DRIVEWAY-RESIDENTIAL,Outside,23,HUMBOLDT PARK,West Side,West Side
3795,DRUG STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3798,FACTORY/MANUFACTURING BUILDING,Business,23,HUMBOLDT PARK,West Side,West Side
3799,FARM,Outside,23,HUMBOLDT PARK,West Side,West Side
3800,FEDERAL BUILDING,Business,23,HUMBOLDT PARK,West Side,West Side
3801,FIRE STATION,Business,23,HUMBOLDT PARK,West Side,West Side
3802,FOREST PRESERVE,Outside,23,HUMBOLDT PARK,West Side,West Side
3803,GANGWAY,Outside,23,HUMBOLDT PARK,West Side,West Side
3806,GAS STATION,Business,23,HUMBOLDT PARK,West Side,West Side
3807,GAS STATION DRIVE/PROPERTY,Outside,23,HUMBOLDT PARK,West Side,West Side
3809,GOVERNMENT BUILDING/PROPERTY,Business,23,HUMBOLDT PARK,West Side,West Side
3810,GROCERY FOOD STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3815,HOSPITAL BUILDING/GROUNDS,Business,23,HUMBOLDT PARK,West Side,West Side
3817,HOTEL/MOTEL,Business,23,HUMBOLDT PARK,West Side,West Side
3818,HOUSE,Residence,23,HUMBOLDT PARK,West Side,West Side
3825,LIBRARY,Business,23,HUMBOLDT PARK,West Side,West Side
3826,LIQUOR STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3827,MEDICAL/DENTAL OFFICE,Business,23,HUMBOLDT PARK,West Side,West Side
3829,MOVIE HOUSE/THEATER,Business,23,HUMBOLDT PARK,West Side,West Side
3832,NURSING HOME/RETIREMENT HOME,Business,23,HUMBOLDT PARK,West Side,West Side
3833,Not Specified,Not Specified,23,HUMBOLDT PARK,West Side,West Side
3835,OTHER,Other,23,HUMBOLDT PARK,West Side,West Side
3836,OTHER (SPECIFY),Other,23,HUMBOLDT PARK,West Side,West Side
3837,OTHER COMMERCIAL TRANSPORTATION,Transportation,23,HUMBOLDT PARK,West Side,West Side
3838,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,23,HUMBOLDT PARK,West Side,West Side
3839,PARK PROPERTY,Outside,23,HUMBOLDT PARK,West Side,West Side
3840,PARKING LOT,Outside,23,HUMBOLDT PARK,West Side,West Side
3841,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,23,HUMBOLDT PARK,West Side,West Side
3842,PAWN SHOP,Business,23,HUMBOLDT PARK,West Side,West Side
3844,POLICE FACILITY/VEHICLE PARKING LOT,Business,23,HUMBOLDT PARK,West Side,West Side
3845,POOLROOM,Business,23,HUMBOLDT PARK,West Side,West Side
3846,PORCH,Residence,23,HUMBOLDT PARK,West Side,West Side
3848,RAILROAD PROPERTY,Transportation,23,HUMBOLDT PARK,West Side,West Side
3849,RESIDENCE,Residence,23,HUMBOLDT PARK,West Side,West Side
3850,RESIDENCE-GARAGE,Residence,23,HUMBOLDT PARK,West Side,West Side
3851,RESIDENCE-PORCH/HALLWAY,Residence,23,HUMBOLDT PARK,West Side,West Side
3852,RESIDENCE-YARD (FRONT/BACK),Residence,23,HUMBOLDT PARK,West Side,West Side
3853,RESTAURANT,Business,23,HUMBOLDT PARK,West Side,West Side
3854,RETAIL STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3858,SAVINGS AND LOAN,Business,23,HUMBOLDT PARK,West Side,West Side
3860,SCHOOL-PRIVATE BUILDING,Business,23,HUMBOLDT PARK,West Side,West Side
3861,SCHOOL-PRIVATE GROUNDS,Outside,23,HUMBOLDT PARK,West Side,West Side
3862,SCHOOL-PUBLIC BUILDING,Business,23,HUMBOLDT PARK,West Side,West Side
3863,SCHOOL-PUBLIC GROUNDS,Outside,23,HUMBOLDT PARK,West Side,West Side
3864,SIDEWALK,Outside,23,HUMBOLDT PARK,West Side,West Side
3865,SMALL RETAIL STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3866,SPORTS ARENA/STADIUM,Business,23,HUMBOLDT PARK,West Side,West Side
3868,STREET,Street,23,HUMBOLDT PARK,West Side,West Side
3870,TAVERN/LIQUOR STORE,Business,23,HUMBOLDT PARK,West Side,West Side
3871,TAXICAB,Transportation,23,HUMBOLDT PARK,West Side,West Side
3874,VACANT LOT,Outside,23,HUMBOLDT PARK,West Side,West Side
3875,VACANT LOT/LAND,Outside,23,HUMBOLDT PARK,West Side,West Side
3876,VEHICLE NON-COMMERCIAL,Transportation,23,HUMBOLDT PARK,West Side,West Side
3877,VEHICLE-COMMERCIAL,Transportation,23,HUMBOLDT PARK,West Side,West Side
3878,VEHICLE-COMMERCIAL-ENTERTAINMENT/PARTY BUS,Transportation,23,HUMBOLDT PARK,West Side,West Side
3880,VEHICLE-DELIVERY TRUCK,Transportation,23,HUMBOLDT PARK,West Side,West Side
3881,VEHICLE-OTHER RIDE SERVICE,Transportation,23,HUMBOLDT PARK,West Side,West Side
3882,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,23,HUMBOLDT PARK,West Side,West Side
3883,VESTIBULE,Apartment,23,HUMBOLDT PARK,West Side,West Side
3884,WAREHOUSE,Business,23,HUMBOLDT PARK,West Side,West Side
3886,YARD,Outside,23,HUMBOLDT PARK,West Side,West Side
3888,ABANDONED BUILDING,Building,24,WEST TOWN,West Side,West Side
3890,AIRPORT BUILDING NON-TERMINAL-NON-SECURE AREA,Air Travel,24,WEST TOWN,West Side,West Side
3892,AIRPORT EXTERIOR-NON-SECURE AREA,Air Travel,24,WEST TOWN,West Side,West Side
3902,AIRPORT VENDING ESTABLISHMENT,Air Travel,24,WEST TOWN,West Side,West Side
3904,ALLEY,Outside,24,WEST TOWN,West Side,West Side
3905,ANIMAL HOSPITAL,Business,24,WEST TOWN,West Side,West Side
3906,APARTMENT,Apartment,24,WEST TOWN,West Side,West Side
3907,APPLIANCE STORE,Business,24,WEST TOWN,West Side,West Side
3908,ATHLETIC CLUB,Business,24,WEST TOWN,West Side,West Side
3909,ATM (AUTOMATIC TELLER MACHINE),Outside,24,WEST TOWN,West Side,West Side
3910,AUTO,Transportation,24,WEST TOWN,West Side,West Side
3911,AUTO/BOAT/RV DEALERSHIP,Business,24,WEST TOWN,West Side,West Side
3912,BANK,Business,24,WEST TOWN,West Side,West Side
3914,BAR OR TAVERN,Business,24,WEST TOWN,West Side,West Side
3915,BARBERSHOP,Business,24,WEST TOWN,West Side,West Side
3919,BOAT/WATERCRAFT,Transportation,24,WEST TOWN,West Side,West Side
3921,BRIDGE,Outside,24,WEST TOWN,West Side,West Side
3922,CAR WASH,Business,24,WEST TOWN,West Side,West Side
3924,CHA APARTMENT,Apartment,24,WEST TOWN,West Side,West Side
3928,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,24,WEST TOWN,West Side,West Side
3931,CHA PARKING LOT/GROUNDS,Outside,24,WEST TOWN,West Side,West Side
3935,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,24,WEST TOWN,West Side,West Side
3937,CLEANING STORE,Business,24,WEST TOWN,West Side,West Side
3938,CLUB,Business,24,WEST TOWN,West Side,West Side
3939,COIN OPERATED MACHINE,Business,24,WEST TOWN,West Side,West Side
3940,COLLEGE/UNIVERSITY GROUNDS,Outside,24,WEST TOWN,West Side,West Side
3941,COLLEGE/UNIVERSITY RESIDENCE HALL,Apartment,24,WEST TOWN,West Side,West Side
3942,COMMERCIAL/BUSINESS OFFICE,Business,24,WEST TOWN,West Side,West Side
3943,CONSTRUCTION SITE,Business,24,WEST TOWN,West Side,West Side
3944,CONVENIENCE STORE,Business,24,WEST TOWN,West Side,West Side
3945,CREDIT UNION,Business,24,WEST TOWN,West Side,West Side
3948,CTA BUS,Transportation,24,WEST TOWN,West Side,West Side
3949,CTA BUS STOP,Transportation,24,WEST TOWN,West Side,West Side
3950,CTA GARAGE/OTHER PROPERTY,Transportation,24,WEST TOWN,West Side,West Side
3951,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,24,WEST TOWN,West Side,West Side
3952,CTA PLATFORM,Transportation,24,WEST TOWN,West Side,West Side
3954,CTA STATION,Transportation,24,WEST TOWN,West Side,West Side
3956,CTA TRACKS-RIGHT OF WAY,Transportation,24,WEST TOWN,West Side,West Side
3957,CTA TRAIN,Transportation,24,WEST TOWN,West Side,West Side
3958,CURRENCY EXCHANGE,Business,24,WEST TOWN,West Side,West Side
3959,DAY CARE CENTER,Business,24,WEST TOWN,West Side,West Side
3960,DELIVERY TRUCK,Transportation,24,WEST TOWN,West Side,West Side
3961,DEPARTMENT STORE,Business,24,WEST TOWN,West Side,West Side
3963,DRIVEWAY-RESIDENTIAL,Outside,24,WEST TOWN,West Side,West Side
3964,DRUG STORE,Business,24,WEST TOWN,West Side,West Side
3967,FACTORY/MANUFACTURING BUILDING,Business,24,WEST TOWN,West Side,West Side
3969,FEDERAL BUILDING,Business,24,WEST TOWN,West Side,West Side
3970,FIRE STATION,Business,24,WEST TOWN,West Side,West Side
3971,FOREST PRESERVE,Outside,24,WEST TOWN,West Side,West Side
3972,GANGWAY,Outside,24,WEST TOWN,West Side,West Side
3975,GAS STATION,Business,24,WEST TOWN,West Side,West Side
3978,GOVERNMENT BUILDING/PROPERTY,Business,24,WEST TOWN,West Side,West Side
3979,GROCERY FOOD STORE,Business,24,WEST TOWN,West Side,West Side
3980,HALLWAY,Apartment,24,WEST TOWN,West Side,West Side
3981,HIGHWAY/EXPRESSWAY,Transportation,24,WEST TOWN,West Side,West Side
3984,HOSPITAL BUILDING/GROUNDS,Business,24,WEST TOWN,West Side,West Side
3986,HOTEL/MOTEL,Business,24,WEST TOWN,West Side,West Side
3987,HOUSE,Residence,24,WEST TOWN,West Side,West Side
3989,KENNEL,Outside,24,WEST TOWN,West Side,West Side
3992,LAKEFRONT/WATERFRONT/RIVERBANK,Outside,24,WEST TOWN,West Side,West Side
3994,LIBRARY,Business,24,WEST TOWN,West Side,West Side
3996,MEDICAL/DENTAL OFFICE,Business,24,WEST TOWN,West Side,West Side
3998,MOVIE HOUSE/THEATER,Business,24,WEST TOWN,West Side,West Side
3999,NEWSSTAND,Outside,24,WEST TOWN,West Side,West Side
4001,NURSING HOME/RETIREMENT HOME,Business,24,WEST TOWN,West Side,West Side
4002,Not Specified,Not Specified,24,WEST TOWN,West Side,West Side
4004,OTHER,Other,24,WEST TOWN,West Side,West Side
4005,OTHER (SPECIFY),Other,24,WEST TOWN,West Side,West Side
4006,OTHER COMMERCIAL TRANSPORTATION,Transportation,24,WEST TOWN,West Side,West Side
4007,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,24,WEST TOWN,West Side,West Side
4008,PARK PROPERTY,Outside,24,WEST TOWN,West Side,West Side
4009,PARKING LOT,Outside,24,WEST TOWN,West Side,West Side
4010,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,24,WEST TOWN,West Side,West Side
4011,PAWN SHOP,Business,24,WEST TOWN,West Side,West Side
4013,POLICE FACILITY/VEHICLE PARKING LOT,Business,24,WEST TOWN,West Side,West Side
4014,POOLROOM,Business,24,WEST TOWN,West Side,West Side
4018,RESIDENCE,Residence,24,WEST TOWN,West Side,West Side
4019,RESIDENCE-GARAGE,Residence,24,WEST TOWN,West Side,West Side
4020,RESIDENCE-PORCH/HALLWAY,Residence,24,WEST TOWN,West Side,West Side
4021,RESIDENCE-YARD (FRONT/BACK),Residence,24,WEST TOWN,West Side,West Side
4022,RESTAURANT,Business,24,WEST TOWN,West Side,West Side
4023,RETAIL STORE,Business,24,WEST TOWN,West Side,West Side
4027,SAVINGS AND LOAN,Business,24,WEST TOWN,West Side,West Side
4029,SCHOOL-PRIVATE BUILDING,Business,24,WEST TOWN,West Side,West Side
4030,SCHOOL-PRIVATE GROUNDS,Outside,24,WEST TOWN,West Side,West Side
4031,SCHOOL-PUBLIC BUILDING,Business,24,WEST TOWN,West Side,West Side
4032,SCHOOL-PUBLIC GROUNDS,Outside,24,WEST TOWN,West Side,West Side
4033,SIDEWALK,Outside,24,WEST TOWN,West Side,West Side
4034,SMALL RETAIL STORE,Business,24,WEST TOWN,West Side,West Side
4035,SPORTS ARENA/STADIUM,Business,24,WEST TOWN,West Side,West Side
4037,STREET,Street,24,WEST TOWN,West Side,West Side
4038,TAVERN,Business,24,WEST TOWN,West Side,West Side
4039,TAVERN/LIQUOR STORE,Business,24,WEST TOWN,West Side,West Side
4040,TAXICAB,Transportation,24,WEST TOWN,West Side,West Side
4044,VACANT LOT/LAND,Outside,24,WEST TOWN,West Side,West Side
4045,VEHICLE NON-COMMERCIAL,Transportation,24,WEST TOWN,West Side,West Side
4046,VEHICLE-COMMERCIAL,Transportation,24,WEST TOWN,West Side,West Side
4047,VEHICLE-COMMERCIAL-ENTERTAINMENT/PARTY BUS,Transportation,24,WEST TOWN,West Side,West Side
4048,VEHICLE-COMMERCIAL-TROLLEY BUS,Transportation,24,WEST TOWN,West Side,West Side
4049,VEHICLE-DELIVERY TRUCK,Transportation,24,WEST TOWN,West Side,West Side
4050,VEHICLE-OTHER RIDE SERVICE,Transportation,24,WEST TOWN,West Side,West Side
4051,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,24,WEST TOWN,West Side,West Side
4053,WAREHOUSE,Business,24,WEST TOWN,West Side,West Side
4055,YARD,Outside,24,WEST TOWN,West Side,West Side
4057,ABANDONED BUILDING,Building,25,AUSTIN,West Side,West Side
4058,AIRCRAFT,Air Travel,25,AUSTIN,West Side,West Side
4059,AIRPORT BUILDING NON-TERMINAL-NON-SECURE AREA,Air Travel,25,AUSTIN,West Side,West Side
4063,AIRPORT PARKING LOT,Air Travel,25,AUSTIN,West Side,West Side
4068,AIRPORT TERMINAL UPPER LEVEL-NON-SECURE AREA,Air Travel,25,AUSTIN,West Side,West Side
4069,AIRPORT TERMINAL UPPER LEVEL-SECURE AREA,Air Travel,25,AUSTIN,West Side,West Side
4070,AIRPORT TRANSPORTATION SYSTEM (ATS),Air Travel,25,AUSTIN,West Side,West Side
4072,AIRPORT/AIRCRAFT,Air Travel,25,AUSTIN,West Side,West Side
4073,ALLEY,Outside,25,AUSTIN,West Side,West Side
4074,ANIMAL HOSPITAL,Business,25,AUSTIN,West Side,West Side
4075,APARTMENT,Apartment,25,AUSTIN,West Side,West Side
4076,APPLIANCE STORE,Business,25,AUSTIN,West Side,West Side
4077,ATHLETIC CLUB,Business,25,AUSTIN,West Side,West Side
4078,ATM (AUTOMATIC TELLER MACHINE),Outside,25,AUSTIN,West Side,West Side
4079,AUTO,Transportation,25,AUSTIN,West Side,West Side
4080,AUTO/BOAT/RV DEALERSHIP,Business,25,AUSTIN,West Side,West Side
4081,BANK,Business,25,AUSTIN,West Side,West Side
4083,BAR OR TAVERN,Business,25,AUSTIN,West Side,West Side
4084,BARBERSHOP,Business,25,AUSTIN,West Side,West Side
4086,BASEMENT,Building,25,AUSTIN,West Side,West Side
4090,BRIDGE,Outside,25,AUSTIN,West Side,West Side
4091,CAR WASH,Business,25,AUSTIN,West Side,West Side
4093,CHA APARTMENT,Apartment,25,AUSTIN,West Side,West Side
4097,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,25,AUSTIN,West Side,West Side
4100,CHA PARKING LOT/GROUNDS,Outside,25,AUSTIN,West Side,West Side
4103,CHURCH,Building,25,AUSTIN,West Side,West Side
4104,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,25,AUSTIN,West Side,West Side
4105,CLEANERS/LAUNDROMAT,Business,25,AUSTIN,West Side,West Side
4106,CLEANING STORE,Business,25,AUSTIN,West Side,West Side
4107,CLUB,Business,25,AUSTIN,West Side,West Side
4108,COIN OPERATED MACHINE,Business,25,AUSTIN,West Side,West Side
4109,COLLEGE/UNIVERSITY GROUNDS,Outside,25,AUSTIN,West Side,West Side
4111,COMMERCIAL/BUSINESS OFFICE,Business,25,AUSTIN,West Side,West Side
4112,CONSTRUCTION SITE,Business,25,AUSTIN,West Side,West Side
4113,CONVENIENCE STORE,Business,25,AUSTIN,West Side,West Side
4114,CREDIT UNION,Business,25,AUSTIN,West Side,West Side
4117,CTA BUS,Transportation,25,AUSTIN,West Side,West Side
4118,CTA BUS STOP,Transportation,25,AUSTIN,West Side,West Side
4119,CTA GARAGE/OTHER PROPERTY,Transportation,25,AUSTIN,West Side,West Side
4120,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,25,AUSTIN,West Side,West Side
4121,CTA PLATFORM,Transportation,25,AUSTIN,West Side,West Side
4122,CTA PROPERTY,Transportation,25,AUSTIN,West Side,West Side
4123,CTA STATION,Transportation,25,AUSTIN,West Side,West Side
4125,CTA TRACKS-RIGHT OF WAY,Transportation,25,AUSTIN,West Side,West Side
4126,CTA TRAIN,Transportation,25,AUSTIN,West Side,West Side
4127,CURRENCY EXCHANGE,Business,25,AUSTIN,West Side,West Side
4128,DAY CARE CENTER,Business,25,AUSTIN,West Side,West Side
4129,DELIVERY TRUCK,Transportation,25,AUSTIN,West Side,West Side
4130,DEPARTMENT STORE,Business,25,AUSTIN,West Side,West Side
4132,DRIVEWAY-RESIDENTIAL,Outside,25,AUSTIN,West Side,West Side
4133,DRUG STORE,Business,25,AUSTIN,West Side,West Side
4136,FACTORY/MANUFACTURING BUILDING,Business,25,AUSTIN,West Side,West Side
4137,FARM,Outside,25,AUSTIN,West Side,West Side
4138,FEDERAL BUILDING,Business,25,AUSTIN,West Side,West Side
4139,FIRE STATION,Business,25,AUSTIN,West Side,West Side
4140,FOREST PRESERVE,Outside,25,AUSTIN,West Side,West Side
4142,GARAGE,Outside,25,AUSTIN,West Side,West Side
4144,GAS STATION,Business,25,AUSTIN,West Side,West Side
4145,GAS STATION DRIVE/PROPERTY,Outside,25,AUSTIN,West Side,West Side
4147,GOVERNMENT BUILDING/PROPERTY,Business,25,AUSTIN,West Side,West Side
4148,GROCERY FOOD STORE,Business,25,AUSTIN,West Side,West Side
4149,HALLWAY,Apartment,25,AUSTIN,West Side,West Side
4150,HIGHWAY/EXPRESSWAY,Transportation,25,AUSTIN,West Side,West Side
4153,HOSPITAL BUILDING/GROUNDS,Business,25,AUSTIN,West Side,West Side
4155,HOTEL/MOTEL,Business,25,AUSTIN,West Side,West Side
4156,HOUSE,Residence,25,AUSTIN,West Side,West Side
4157,JAIL/LOCK-UP FACILITY,Business,25,AUSTIN,West Side,West Side
4163,LIBRARY,Business,25,AUSTIN,West Side,West Side
4165,MEDICAL/DENTAL OFFICE,Business,25,AUSTIN,West Side,West Side
4167,MOVIE HOUSE/THEATER,Business,25,AUSTIN,West Side,West Side
4168,NEWSSTAND,Outside,25,AUSTIN,West Side,West Side
4170,NURSING HOME/RETIREMENT HOME,Business,25,AUSTIN,West Side,West Side
4171,Not Specified,Not Specified,25,AUSTIN,West Side,West Side
4173,OTHER,Other,25,AUSTIN,West Side,West Side
4174,OTHER (SPECIFY),Other,25,AUSTIN,West Side,West Side
4175,OTHER COMMERCIAL TRANSPORTATION,Transportation,25,AUSTIN,West Side,West Side
4176,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,25,AUSTIN,West Side,West Side
4177,PARK PROPERTY,Outside,25,AUSTIN,West Side,West Side
4178,PARKING LOT,Outside,25,AUSTIN,West Side,West Side
4179,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,25,AUSTIN,West Side,West Side
4180,PAWN SHOP,Business,25,AUSTIN,West Side,West Side
4182,POLICE FACILITY/VEHICLE PARKING LOT,Business,25,AUSTIN,West Side,West Side
4183,POOLROOM,Business,25,AUSTIN,West Side,West Side
4184,PORCH,Residence,25,AUSTIN,West Side,West Side
4187,RESIDENCE,Residence,25,AUSTIN,West Side,West Side
4188,RESIDENCE-GARAGE,Residence,25,AUSTIN,West Side,West Side
4189,RESIDENCE-PORCH/HALLWAY,Residence,25,AUSTIN,West Side,West Side
4190,RESIDENCE-YARD (FRONT/BACK),Residence,25,AUSTIN,West Side,West Side
4191,RESTAURANT,Business,25,AUSTIN,West Side,West Side
4192,RETAIL STORE,Business,25,AUSTIN,West Side,West Side
4196,SAVINGS AND LOAN,Business,25,AUSTIN,West Side,West Side
4198,SCHOOL-PRIVATE BUILDING,Business,25,AUSTIN,West Side,West Side
4199,SCHOOL-PRIVATE GROUNDS,Outside,25,AUSTIN,West Side,West Side
4200,SCHOOL-PUBLIC BUILDING,Business,25,AUSTIN,West Side,West Side
4201,SCHOOL-PUBLIC GROUNDS,Outside,25,AUSTIN,West Side,West Side
4202,SIDEWALK,Outside,25,AUSTIN,West Side,West Side
4203,SMALL RETAIL STORE,Business,25,AUSTIN,West Side,West Side
4204,SPORTS ARENA/STADIUM,Business,25,AUSTIN,West Side,West Side
4206,STREET,Street,25,AUSTIN,West Side,West Side
4207,TAVERN,Business,25,AUSTIN,West Side,West Side
4208,TAVERN/LIQUOR STORE,Business,25,AUSTIN,West Side,West Side
4209,TAXICAB,Transportation,25,AUSTIN,West Side,West Side
4212,VACANT LOT,Outside,25,AUSTIN,West Side,West Side
4213,VACANT LOT/LAND,Outside,25,AUSTIN,West Side,West Side
4214,VEHICLE NON-COMMERCIAL,Transportation,25,AUSTIN,West Side,West Side
4215,VEHICLE-COMMERCIAL,Transportation,25,AUSTIN,West Side,West Side
4216,VEHICLE-COMMERCIAL-ENTERTAINMENT/PARTY BUS,Transportation,25,AUSTIN,West Side,West Side
4217,VEHICLE-COMMERCIAL-TROLLEY BUS,Transportation,25,AUSTIN,West Side,West Side
4218,VEHICLE-DELIVERY TRUCK,Transportation,25,AUSTIN,West Side,West Side
4219,VEHICLE-OTHER RIDE SERVICE,Transportation,25,AUSTIN,West Side,West Side
4220,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,25,AUSTIN,West Side,West Side
4222,WAREHOUSE,Business,25,AUSTIN,West Side,West Side
4224,YARD,Outside,25,AUSTIN,West Side,West Side
4226,ABANDONED BUILDING,Building,26,WEST GARFIELD PARK,West Side,West Side
4231,AIRPORT EXTERIOR-SECURE AREA,Air Travel,26,WEST GARFIELD PARK,West Side,West Side
4240,AIRPORT VENDING ESTABLISHMENT,Air Travel,26,WEST GARFIELD PARK,West Side,West Side
4242,ALLEY,Outside,26,WEST GARFIELD PARK,West Side,West Side
4243,ANIMAL HOSPITAL,Business,26,WEST GARFIELD PARK,West Side,West Side
4244,APARTMENT,Apartment,26,WEST GARFIELD PARK,West Side,West Side
4245,APPLIANCE STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
