Community Area,Major Region,Major SubRegion,Community Area ID,Year,Population
ALBANY PARK,North Side,Far North Side,14,2000,57655
ALBANY PARK,North Side,Far North Side,14,2010,51542
ALBANY PARK,North Side,Far North Side,14,2011,53389
ALBANY PARK,North Side,Far North Side,14,2012,53089
ALBANY PARK,North Side,Far North Side,14,2013,52790
ALBANY PARK,North Side,Far North Side,14,2014,52930
ALBANY PARK,North Side,Far North Side,14,2015,52079
ALBANY PARK,North Side,Far North Side,14,2016,51891
ALBANY PARK,North Side,Far North Side,14,2017,51591
ALBANY PARK,North Side,Far North Side,14,2018,51291
ALBANY PARK,North Side,Far North Side,14,2019,50992
ALBANY PARK,North Side,Far North Side,14,2020,51542
ALBANY PARK,North Side,Far North Side,14,2021,50392
ALBANY PARK,North Side,Far North Side,14,2022,50093
ALBANY PARK,North Side,Far North Side,14,2023,49793
ARCHER HEIGHTS,South Side,Southwest Side,57,2000,12644
ARCHER HEIGHTS,South Side,Southwest Side,57,2010,13393
ARCHER HEIGHTS,South Side,Southwest Side,57,2011,13298
ARCHER HEIGHTS,South Side,Southwest Side,57,2012,13342
ARCHER HEIGHTS,South Side,Southwest Side,57,2013,13385
ARCHER HEIGHTS,South Side,Southwest Side,57,2014,13971
ARCHER HEIGHTS,South Side,Southwest Side,57,2015,13266
ARCHER HEIGHTS,South Side,Southwest Side,57,2016,13514
ARCHER HEIGHTS,South Side,Southwest Side,57,2017,13557
ARCHER HEIGHTS,South Side,Southwest Side,57,2018,13601
ARCHER HEIGHTS,South Side,Southwest Side,57,2019,13644
ARCHER HEIGHTS,South Side,Southwest Side,57,2020,13393
ARCHER HEIGHTS,South Side,Southwest Side,57,2021,13730
ARCHER HEIGHTS,South Side,Southwest Side,57,2022,13773
ARCHER HEIGHTS,South Side,Southwest Side,57,2023,13816
ARMOUR SQUARE,South Side,South Side,34,2000,12032
ARMOUR SQUARE,South Side,South Side,34,2010,13391
ARMOUR SQUARE,South Side,South Side,34,2011,13288
ARMOUR SQUARE,South Side,South Side,34,2012,13375
ARMOUR SQUARE,South Side,South Side,34,2013,13461
ARMOUR SQUARE,South Side,South Side,34,2014,13907
ARMOUR SQUARE,South Side,South Side,34,2015,14068
ARMOUR SQUARE,South Side,South Side,34,2016,13719
ARMOUR SQUARE,South Side,South Side,34,2017,13805
ARMOUR SQUARE,South Side,South Side,34,2018,13891
ARMOUR SQUARE,South Side,South Side,34,2019,13977
ARMOUR SQUARE,South Side,South Side,34,2020,13391
ARMOUR SQUARE,South Side,South Side,34,2021,14149
ARMOUR SQUARE,South Side,South Side,34,2022,14235
ARMOUR SQUARE,South Side,South Side,34,2023,14321
ASHBURN,South Side,Far Southwest Side,70,2000,39584
ASHBURN,South Side,Far Southwest Side,70,2010,41081
ASHBURN,South Side,Far Southwest Side,70,2011,41365
ASHBURN,South Side,Far Southwest Side,70,2012,41485
ASHBURN,South Side,Far Southwest Side,70,2013,41604
ASHBURN,South Side,Far Southwest Side,70,2014,42809
ASHBURN,South Side,Far Southwest Side,70,2015,42752
ASHBURN,South Side,Far Southwest Side,70,2016,41962
ASHBURN,South Side,Far Southwest Side,70,2017,42081
ASHBURN,South Side,Far Southwest Side,70,2018,42200
ASHBURN,South Side,Far Southwest Side,70,2019,42320
ASHBURN,South Side,Far Southwest Side,70,2020,41081
ASHBURN,South Side,Far Southwest Side,70,2021,42558
ASHBURN,South Side,Far Southwest Side,70,2022,42678
ASHBURN,South Side,Far Southwest Side,70,2023,42797
AUBURN GRESHAM,South Side,Far Southwest Side,71,2000,55928
AUBURN GRESHAM,South Side,Far Southwest Side,71,2010,48743
AUBURN GRESHAM,South Side,Far Southwest Side,71,2011,49717
AUBURN GRESHAM,South Side,Far Southwest Side,71,2012,49287
AUBURN GRESHAM,South Side,Far Southwest Side,71,2013,48857
AUBURN GRESHAM,South Side,Far Southwest Side,71,2014,47611
AUBURN GRESHAM,South Side,Far Southwest Side,71,2015,45842
AUBURN GRESHAM,South Side,Far Southwest Side,71,2016,47569
AUBURN GRESHAM,South Side,Far Southwest Side,71,2017,47139
AUBURN GRESHAM,South Side,Far Southwest Side,71,2018,46710
AUBURN GRESHAM,South Side,Far Southwest Side,71,2019,46280
AUBURN GRESHAM,South Side,Far Southwest Side,71,2020,48743
AUBURN GRESHAM,South Side,Far Southwest Side,71,2021,45421
AUBURN GRESHAM,South Side,Far Southwest Side,71,2022,44992
AUBURN GRESHAM,South Side,Far Southwest Side,71,2023,44562
AUSTIN,West Side,West Side,25,2000,117527
AUSTIN,West Side,West Side,25,2010,98514
AUSTIN,West Side,West Side,25,2011,103180
AUSTIN,West Side,West Side,25,2012,102182
AUSTIN,West Side,West Side,25,2013,101183
AUSTIN,West Side,West Side,25,2014,99711
AUSTIN,West Side,West Side,25,2015,97643
AUSTIN,West Side,West Side,25,2016,98187
AUSTIN,West Side,West Side,25,2017,97188
AUSTIN,West Side,West Side,25,2018,96189
AUSTIN,West Side,West Side,25,2019,95191
AUSTIN,West Side,West Side,25,2020,98514
AUSTIN,West Side,West Side,25,2021,93193
AUSTIN,West Side,West Side,25,2022,92195
AUSTIN,West Side,West Side,25,2023,91196
AVALON PARK,South Side,Far Southeast Side,45,2000,11147
AVALON PARK,South Side,Far Southeast Side,45,2010,10185
AVALON PARK,South Side,Far Southeast Side,45,2011,10319
AVALON PARK,South Side,Far Southeast Side,45,2012,10262
AVALON PARK,South Side,Far Southeast Side,45,2013,10204
AVALON PARK,South Side,Far Southeast Side,45,2014,10071
AVALON PARK,South Side,Far Southeast Side,45,2015,9780
AVALON PARK,South Side,Far Southeast Side,45,2016,10032
AVALON PARK,South Side,Far Southeast Side,45,2017,9975
AVALON PARK,South Side,Far Southeast Side,45,2018,9917
AVALON PARK,South Side,Far Southeast Side,45,2019,9860
AVALON PARK,South Side,Far Southeast Side,45,2020,10185
AVALON PARK,South Side,Far Southeast Side,45,2021,9745
AVALON PARK,South Side,Far Southeast Side,45,2022,9688
AVALON PARK,South Side,Far Southeast Side,45,2023,9630
AVONDALE,North Side,North Side,21,2000,43083
AVONDALE,North Side,North Side,21,2010,39262
AVONDALE,North Side,North Side,21,2011,40245
AVONDALE,North Side,North Side,21,2012,40049
AVONDALE,North Side,North Side,21,2013,39854
AVONDALE,North Side,North Side,21,2014,39117
AVONDALE,North Side,North Side,21,2015,39721
AVONDALE,North Side,North Side,21,2016,39268
AVONDALE,North Side,North Side,21,2017,39072
AVONDALE,North Side,North Side,21,2018,38877
AVONDALE,North Side,North Side,21,2019,38681
AVONDALE,North Side,North Side,21,2020,39262
AVONDALE,North Side,North Side,21,2021,38290
AVONDALE,North Side,North Side,21,2022,38095
AVONDALE,North Side,North Side,21,2023,37899
BELMONT CRAGIN,North Side,Northwest Side,19,2000,78144
BELMONT CRAGIN,North Side,Northwest Side,19,2010,78743
BELMONT CRAGIN,North Side,Northwest Side,19,2011,78730
BELMONT CRAGIN,North Side,Northwest Side,19,2012,78770
BELMONT CRAGIN,North Side,Northwest Side,19,2013,78810
BELMONT CRAGIN,North Side,Northwest Side,19,2014,79022
BELMONT CRAGIN,North Side,Northwest Side,19,2015,79159
BELMONT CRAGIN,North Side,Northwest Side,19,2016,78930
BELMONT CRAGIN,North Side,Northwest Side,19,2017,78970
BELMONT CRAGIN,North Side,Northwest Side,19,2018,79010
BELMONT CRAGIN,North Side,Northwest Side,19,2019,79050
BELMONT CRAGIN,North Side,Northwest Side,19,2020,78743
BELMONT CRAGIN,North Side,Northwest Side,19,2021,79131
BELMONT CRAGIN,North Side,Northwest Side,19,2022,79171
BELMONT CRAGIN,North Side,Northwest Side,19,2023,79211
BEVERLY,South Side,Far Southwest Side,72,2000,21992
BEVERLY,South Side,Far Southwest Side,72,2010,20034
BEVERLY,South Side,Far Southwest Side,72,2011,20841
BEVERLY,South Side,Far Southwest Side,72,2012,20758
BEVERLY,South Side,Far Southwest Side,72,2013,20676
BEVERLY,South Side,Far Southwest Side,72,2014,21002
BEVERLY,South Side,Far Southwest Side,72,2015,20815
BEVERLY,South Side,Far Southwest Side,72,2016,20430
BEVERLY,South Side,Far Southwest Side,72,2017,20348
BEVERLY,South Side,Far Southwest Side,72,2018,20265
BEVERLY,South Side,Far Southwest Side,72,2019,20183
BEVERLY,South Side,Far Southwest Side,72,2020,20034
BEVERLY,South Side,Far Southwest Side,72,2021,20019
BEVERLY,South Side,Far Southwest Side,72,2022,19937
BEVERLY,South Side,Far Southwest Side,72,2023,19854
BRIDGEPORT,South Side,South Side,60,2000,33694
BRIDGEPORT,South Side,South Side,60,2010,31977
BRIDGEPORT,South Side,South Side,60,2011,32732
BRIDGEPORT,South Side,South Side,60,2012,32668
BRIDGEPORT,South Side,South Side,60,2013,32604
BRIDGEPORT,South Side,South Side,60,2014,31882
BRIDGEPORT,South Side,South Side,60,2015,33878
BRIDGEPORT,South Side,South Side,60,2016,32412
BRIDGEPORT,South Side,South Side,60,2017,32348
BRIDGEPORT,South Side,South Side,60,2018,32284
BRIDGEPORT,South Side,South Side,60,2019,32220
BRIDGEPORT,South Side,South Side,60,2020,31977
BRIDGEPORT,South Side,South Side,60,2021,32092
BRIDGEPORT,South Side,South Side,60,2022,32028
BRIDGEPORT,South Side,South Side,60,2023,31964
BRIGHTON PARK,South Side,Southwest Side,58,2000,44912
BRIGHTON PARK,South Side,Southwest Side,58,2010,45368
BRIGHTON PARK,South Side,Southwest Side,58,2011,44799
BRIGHTON PARK,South Side,Southwest Side,58,2012,44795
BRIGHTON PARK,South Side,Southwest Side,58,2013,44790
BRIGHTON PARK,South Side,Southwest Side,58,2014,44130
BRIGHTON PARK,South Side,Southwest Side,58,2015,44202
BRIGHTON PARK,South Side,Southwest Side,58,2016,44775
BRIGHTON PARK,South Side,Southwest Side,58,2017,44771
BRIGHTON PARK,South Side,Southwest Side,58,2018,44766
BRIGHTON PARK,South Side,Southwest Side,58,2019,44761
BRIGHTON PARK,South Side,Southwest Side,58,2020,45368
BRIGHTON PARK,South Side,Southwest Side,58,2021,44752
BRIGHTON PARK,South Side,Southwest Side,58,2022,44747
BRIGHTON PARK,South Side,Southwest Side,58,2023,44742
BURNSIDE,South Side,Far Southeast Side,47,2000,3294
BURNSIDE,South Side,Far Southeast Side,47,2010,2916
BURNSIDE,South Side,Far Southeast Side,47,2011,2890
BURNSIDE,South Side,Far Southeast Side,47,2012,2863
BURNSIDE,South Side,Far Southeast Side,47,2013,2836
BURNSIDE,South Side,Far Southeast Side,47,2014,2618
BURNSIDE,South Side,Far Southeast Side,47,2015,2601
BURNSIDE,South Side,Far Southeast Side,47,2016,2754
BURNSIDE,South Side,Far Southeast Side,47,2017,2727
BURNSIDE,South Side,Far Southeast Side,47,2018,2700
BURNSIDE,South Side,Far Southeast Side,47,2019,2672
BURNSIDE,South Side,Far Southeast Side,47,2020,2916
BURNSIDE,South Side,Far Southeast Side,47,2021,2618
BURNSIDE,South Side,Far Southeast Side,47,2022,2591
BURNSIDE,South Side,Far Southeast Side,47,2023,2563
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2000,15974
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2010,13812
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2011,14240
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2012,14122
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2013,14003
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2014,13400
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2015,13732
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2016,13647
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2017,13528
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2018,13410
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2019,13291
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2020,13812
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2021,13054
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2022,12935
CALUMET HEIGHTS,South Side,Far Southeast Side,48,2023,12817
CHATHAM,South Side,Far Southeast Side,44,2000,37275
CHATHAM,South Side,Far Southeast Side,44,2010,31028
CHATHAM,South Side,Far Southeast Side,44,2011,32702
CHATHAM,South Side,Far Southeast Side,44,2012,32385
CHATHAM,South Side,Far Southeast Side,44,2013,32067
CHATHAM,South Side,Far Southeast Side,44,2014,31520
CHATHAM,South Side,Far Southeast Side,44,2015,31392
CHATHAM,South Side,Far Southeast Side,44,2016,31113
CHATHAM,South Side,Far Southeast Side,44,2017,30795
CHATHAM,South Side,Far Southeast Side,44,2018,30477
CHATHAM,South Side,Far Southeast Side,44,2019,30159
CHATHAM,South Side,Far Southeast Side,44,2020,31028
CHATHAM,South Side,Far Southeast Side,44,2021,29523
CHATHAM,South Side,Far Southeast Side,44,2022,29205
CHATHAM,South Side,Far Southeast Side,44,2023,28887
CHICAGO LAWN,South Side,Southwest Side,66,2000,61412
CHICAGO LAWN,South Side,Southwest Side,66,2010,55628
CHICAGO LAWN,South Side,Southwest Side,66,2011,57140
CHICAGO LAWN,South Side,Southwest Side,66,2012,56842
CHICAGO LAWN,South Side,Southwest Side,66,2013,56544
CHICAGO LAWN,South Side,Southwest Side,66,2014,56293
CHICAGO LAWN,South Side,Southwest Side,66,2015,55551
CHICAGO LAWN,South Side,Southwest Side,66,2016,55649
CHICAGO LAWN,South Side,Southwest Side,66,2017,55351
CHICAGO LAWN,South Side,Southwest Side,66,2018,55053
CHICAGO LAWN,South Side,Southwest Side,66,2019,54755
CHICAGO LAWN,South Side,Southwest Side,66,2020,55628
CHICAGO LAWN,South Side,Southwest Side,66,2021,54158
CHICAGO LAWN,South Side,Southwest Side,66,2022,53860
CHICAGO LAWN,South Side,Southwest Side,66,2023,53562
CLEARING,South Side,Southwest Side,64,2000,22331
CLEARING,South Side,Southwest Side,64,2010,23139
CLEARING,South Side,Southwest Side,64,2011,23539
CLEARING,South Side,Southwest Side,64,2012,23620
CLEARING,South Side,Southwest Side,64,2013,23702
CLEARING,South Side,Southwest Side,64,2014,24452
CLEARING,South Side,Southwest Side,64,2015,24962
CLEARING,South Side,Southwest Side,64,2016,23945
CLEARING,South Side,Southwest Side,64,2017,24026
CLEARING,South Side,Southwest Side,64,2018,24108
CLEARING,South Side,Southwest Side,64,2019,24189
CLEARING,South Side,Southwest Side,64,2020,23139
CLEARING,South Side,Southwest Side,64,2021,24351
CLEARING,South Side,Southwest Side,64,2022,24432
CLEARING,South Side,Southwest Side,64,2023,24514
DOUGLAS,South Side,South Side,35,2000,26470
DOUGLAS,South Side,South Side,35,2010,18238
DOUGLAS,South Side,South Side,35,2011,20852
DOUGLAS,South Side,South Side,35,2012,20461
DOUGLAS,South Side,South Side,35,2013,20070
DOUGLAS,South Side,South Side,35,2014,19430
DOUGLAS,South Side,South Side,35,2015,20323
DOUGLAS,South Side,South Side,35,2016,18898
DOUGLAS,South Side,South Side,35,2017,18507
DOUGLAS,South Side,South Side,35,2018,18117
DOUGLAS,South Side,South Side,35,2019,17726
DOUGLAS,South Side,South Side,35,2020,18238
DOUGLAS,South Side,South Side,35,2021,16944
DOUGLAS,South Side,South Side,35,2022,16554
DOUGLAS,South Side,South Side,35,2023,16163
DUNNING,North Side,Northwest Side,17,2000,42164
DUNNING,North Side,Northwest Side,17,2010,41932
DUNNING,North Side,Northwest Side,17,2011,42409
DUNNING,North Side,Northwest Side,17,2012,42424
DUNNING,North Side,Northwest Side,17,2013,42438
DUNNING,North Side,Northwest Side,17,2014,43053
DUNNING,North Side,Northwest Side,17,2015,43025
DUNNING,North Side,Northwest Side,17,2016,42481
DUNNING,North Side,Northwest Side,17,2017,42495
DUNNING,North Side,Northwest Side,17,2018,42510
DUNNING,North Side,Northwest Side,17,2019,42524
DUNNING,North Side,Northwest Side,17,2020,41932
DUNNING,North Side,Northwest Side,17,2021,42553
DUNNING,North Side,Northwest Side,17,2022,42567
DUNNING,North Side,Northwest Side,17,2023,42581
EAST GARFIELD PARK,West Side,West Side,27,2000,20881
EAST GARFIELD PARK,West Side,West Side,27,2010,20567
EAST GARFIELD PARK,West Side,West Side,27,2011,20601
EAST GARFIELD PARK,West Side,West Side,27,2012,20582
EAST GARFIELD PARK,West Side,West Side,27,2013,20564
EAST GARFIELD PARK,West Side,West Side,27,2014,20262
EAST GARFIELD PARK,West Side,West Side,27,2015,20656
EAST GARFIELD PARK,West Side,West Side,27,2016,20510
EAST GARFIELD PARK,West Side,West Side,27,2017,20491
EAST GARFIELD PARK,West Side,West Side,27,2018,20473
EAST GARFIELD PARK,West Side,West Side,27,2019,20455
EAST GARFIELD PARK,West Side,West Side,27,2020,20567
EAST GARFIELD PARK,West Side,West Side,27,2021,20419
EAST GARFIELD PARK,West Side,West Side,27,2022,20400
EAST GARFIELD PARK,West Side,West Side,27,2023,20382
EAST SIDE,South Side,Far Southeast Side,52,2000,23653
EAST SIDE,South Side,Far Southeast Side,52,2010,23042
EAST SIDE,South Side,Far Southeast Side,52,2011,23456
EAST SIDE,South Side,Far Southeast Side,52,2012,23441
EAST SIDE,South Side,Far Southeast Side,52,2013,23426
EAST SIDE,South Side,Far Southeast Side,52,2014,23700
EAST SIDE,South Side,Far Southeast Side,52,2015,23784
EAST SIDE,South Side,Far Southeast Side,52,2016,23380
EAST SIDE,South Side,Far Southeast Side,52,2017,23365
EAST SIDE,South Side,Far Southeast Side,52,2018,23350
EAST SIDE,South Side,Far Southeast Side,52,2019,23335
EAST SIDE,South Side,Far Southeast Side,52,2020,23042
EAST SIDE,South Side,Far Southeast Side,52,2021,23305
EAST SIDE,South Side,Far Southeast Side,52,2022,23290
EAST SIDE,South Side,Far Southeast Side,52,2023,23275
EDGEWATER,North Side,Far North Side,77,2000,62198
EDGEWATER,North Side,Far North Side,77,2010,56521
EDGEWATER,North Side,Far North Side,77,2011,57344
EDGEWATER,North Side,Far North Side,77,2012,57011
EDGEWATER,North Side,Far North Side,77,2013,56677
EDGEWATER,North Side,Far North Side,77,2014,55276
EDGEWATER,North Side,Far North Side,77,2015,54873
EDGEWATER,North Side,Far North Side,77,2016,55676
EDGEWATER,North Side,Far North Side,77,2017,55342
EDGEWATER,North Side,Far North Side,77,2018,55009
EDGEWATER,North Side,Far North Side,77,2019,54675
EDGEWATER,North Side,Far North Side,77,2020,56521
EDGEWATER,North Side,Far North Side,77,2021,54008
EDGEWATER,North Side,Far North Side,77,2022,53674
EDGEWATER,North Side,Far North Side,77,2023,53341
EDISON PARK,North Side,Far North Side,9,2000,11328
EDISON PARK,North Side,Far North Side,9,2010,11187
EDISON PARK,North Side,Far North Side,9,2011,11159
EDISON PARK,North Side,Far North Side,9,2012,11148
EDISON PARK,North Side,Far North Side,9,2013,11138
EDISON PARK,North Side,Far North Side,9,2014,10844
EDISON PARK,North Side,Far North Side,9,2015,11208
EDISON PARK,North Side,Far North Side,9,2016,11106
EDISON PARK,North Side,Far North Side,9,2017,11096
EDISON PARK,North Side,Far North Side,9,2018,11085
EDISON PARK,North Side,Far North Side,9,2019,11075
EDISON PARK,North Side,Far North Side,9,2020,11187
EDISON PARK,North Side,Far North Side,9,2021,11054
EDISON PARK,North Side,Far North Side,9,2022,11044
EDISON PARK,North Side,Far North Side,9,2023,11033
ENGLEWOOD,South Side,Southwest Side,68,2000,40222
ENGLEWOOD,South Side,Southwest Side,68,2010,30654
ENGLEWOOD,South Side,Southwest Side,68,2011,31469
ENGLEWOOD,South Side,Southwest Side,68,2012,30869
ENGLEWOOD,South Side,Southwest Side,68,2013,30270
ENGLEWOOD,South Side,Southwest Side,68,2014,27297
ENGLEWOOD,South Side,Southwest Side,68,2015,26121
ENGLEWOOD,South Side,Southwest Side,68,2016,28471
ENGLEWOOD,South Side,Southwest Side,68,2017,27871
ENGLEWOOD,South Side,Southwest Side,68,2018,27271
ENGLEWOOD,South Side,Southwest Side,68,2019,26672
ENGLEWOOD,South Side,Southwest Side,68,2020,30654
ENGLEWOOD,South Side,Southwest Side,68,2021,25473
ENGLEWOOD,South Side,Southwest Side,68,2022,24873
ENGLEWOOD,South Side,Southwest Side,68,2023,24273
FOREST GLEN,North Side,Far North Side,12,2000,18165
FOREST GLEN,North Side,Far North Side,12,2010,18508
FOREST GLEN,North Side,Far North Side,12,2011,18414
FOREST GLEN,North Side,Far North Side,12,2012,18431
FOREST GLEN,North Side,Far North Side,12,2013,18448
FOREST GLEN,North Side,Far North Side,12,2014,18501
FOREST GLEN,North Side,Far North Side,12,2015,18459
FOREST GLEN,North Side,Far North Side,12,2016,18500
FOREST GLEN,North Side,Far North Side,12,2017,18517
FOREST GLEN,North Side,Far North Side,12,2018,18535
FOREST GLEN,North Side,Far North Side,12,2019,18552
FOREST GLEN,North Side,Far North Side,12,2020,18508
FOREST GLEN,North Side,Far North Side,12,2021,18586
FOREST GLEN,North Side,Far North Side,12,2022,18604
FOREST GLEN,North Side,Far North Side,12,2023,18621
FULLER PARK,South Side,South Side,37,2000,3420
FULLER PARK,South Side,South Side,37,2010,2876
FULLER PARK,South Side,South Side,37,2011,2895
FULLER PARK,South Side,South Side,37,2012,2860
FULLER PARK,South Side,South Side,37,2013,2824
FULLER PARK,South Side,South Side,37,2014,2621
FULLER PARK,South Side,South Side,37,2015,2543
FULLER PARK,South Side,South Side,37,2016,2716
FULLER PARK,South Side,South Side,37,2017,2681
FULLER PARK,South Side,South Side,37,2018,2645
FULLER PARK,South Side,South Side,37,2019,2609
FULLER PARK,South Side,South Side,37,2020,2876
FULLER PARK,South Side,South Side,37,2021,2537
FULLER PARK,South Side,South Side,37,2022,2502
FULLER PARK,South Side,South Side,37,2023,2466
GAGE PARK,South Side,Southwest Side,63,2000,39193
GAGE PARK,South Side,Southwest Side,63,2010,39894
GAGE PARK,South Side,Southwest Side,63,2011,40064
GAGE PARK,South Side,Southwest Side,63,2012,40124
GAGE PARK,South Side,Southwest Side,63,2013,40185
GAGE PARK,South Side,Southwest Side,63,2014,40381
GAGE PARK,South Side,Southwest Side,63,2015,41202
GAGE PARK,South Side,Southwest Side,63,2016,40365
GAGE PARK,South Side,Southwest Side,63,2017,40425
GAGE PARK,South Side,Southwest Side,63,2018,40485
GAGE PARK,South Side,Southwest Side,63,2019,40546
GAGE PARK,South Side,Southwest Side,63,2020,39894
GAGE PARK,South Side,Southwest Side,63,2021,40666
GAGE PARK,South Side,Southwest Side,63,2022,40726
GAGE PARK,South Side,Southwest Side,63,2023,40786
GARFIELD RIDGE,South Side,Southwest Side,56,2000,36101
GARFIELD RIDGE,South Side,Southwest Side,56,2010,34513
GARFIELD RIDGE,South Side,Southwest Side,56,2011,35137
GARFIELD RIDGE,South Side,Southwest Side,56,2012,35070
GARFIELD RIDGE,South Side,Southwest Side,56,2013,35004
GARFIELD RIDGE,South Side,Southwest Side,56,2014,34724
GARFIELD RIDGE,South Side,Southwest Side,56,2015,35570
GARFIELD RIDGE,South Side,Southwest Side,56,2016,34805
GARFIELD RIDGE,South Side,Southwest Side,56,2017,34739
GARFIELD RIDGE,South Side,Southwest Side,56,2018,34673
GARFIELD RIDGE,South Side,Southwest Side,56,2019,34607
GARFIELD RIDGE,South Side,Southwest Side,56,2020,34513
GARFIELD RIDGE,South Side,Southwest Side,56,2021,34474
GARFIELD RIDGE,South Side,Southwest Side,56,2022,34408
GARFIELD RIDGE,South Side,Southwest Side,56,2023,34342
GRAND BOULEVARD,South Side,South Side,38,2000,28006
GRAND BOULEVARD,South Side,South Side,38,2010,21929
GRAND BOULEVARD,South Side,South Side,38,2011,23551
GRAND BOULEVARD,South Side,South Side,38,2012,23242
GRAND BOULEVARD,South Side,South Side,38,2013,22932
GRAND BOULEVARD,South Side,South Side,38,2014,22283
GRAND BOULEVARD,South Side,South Side,38,2015,22373
GRAND BOULEVARD,South Side,South Side,38,2016,22005
GRAND BOULEVARD,South Side,South Side,38,2017,21696
GRAND BOULEVARD,South Side,South Side,38,2018,21386
GRAND BOULEVARD,South Side,South Side,38,2019,21077
GRAND BOULEVARD,South Side,South Side,38,2020,21929
GRAND BOULEVARD,South Side,South Side,38,2021,20459
GRAND BOULEVARD,South Side,South Side,38,2022,20150
GRAND BOULEVARD,South Side,South Side,38,2023,19840
GREATER GRAND CROSSING,South Side,South Side,69,2000,38619
GREATER GRAND CROSSING,South Side,South Side,69,2010,32602
GREATER GRAND CROSSING,South Side,South Side,69,2011,34057
GREATER GRAND CROSSING,South Side,South Side,69,2012,33740
GREATER GRAND CROSSING,South Side,South Side,69,2013,33423
GREATER GRAND CROSSING,South Side,South Side,69,2014,32849
